graph,scenario,gamma_u,q,estimator,gate,bias,sd,rmse,reps
synthetic,S1,0.0,0.8,EARL-centred,2.0289111878287427,-0.007395807445801594,2.651851332319541,2.6518616454658224,1000
synthetic,S1,0.0,0.8,ERL-drop,2.0289111878287427,-0.40095658783094423,0.24361953167273326,0.46916592111690675,1000
synthetic,S1,0.0,0.8,IPW-assign,2.0289111878287427,-0.40723929380171,0.6375120701419654,0.7564823077857206,1000
synthetic,S1,0.0,0.8,IPW-alloc,2.0289111878287427,-0.06377473136921541,2.451704847299701,2.4525341739992257,1000
synthetic,S1,0.0,0.9,EARL,2.0289111878287427,-0.01894569927940326,0.22557834742476832,0.22637254769091386,1000
synthetic,S1,0.0,0.9,EARL-centred,2.0289111878287427,-0.11841999510952572,3.451034385219583,3.4530655399528176,1000
synthetic,S1,0.0,0.9,ERL-drop,2.0289111878287427,-0.21994224813433694,0.20302051268229152,0.299319095755962,1000
synthetic,S1,0.0,0.9,IPW-assign,2.0289111878287427,-0.23416154139239564,0.7864657854388442,0.8205851930989254,1000
synthetic,S1,0.0,0.9,IPW-alloc,2.0289111878287427,-0.05148223998613011,1.5646965534247466,1.5655432684321664,1000
synthetic,S1,0.0,1.0,EARL,2.0289111878287427,0.006502343268830035,0.20311650188807676,0.2032205545884441,1000
synthetic,S1,0.0,1.0,EARL-centred,2.0289111878287427,0.006502343268830035,0.20311650188807676,0.2032205545884441,1000
synthetic,S1,0.0,1.0,ERL-drop,2.0289111878287427,0.006502343268830035,0.20311650188807676,0.2032205545884441,1000
synthetic,S1,0.0,1.0,IPW-assign,2.0289111878287427,0.0065370776789670515,1.092818195133794,1.0928377468773964,1000
synthetic,S1,0.0,1.0,IPW-alloc,2.0289111878287427,0.006537077678966607,1.092818195133794,1.0928377468773964,1000
synthetic,S1,1.0,0.1,EARL,1.9865963574495753,0.00035301919804742177,0.7528826355785887,0.7528827183421838,1000
synthetic,S1,1.0,0.1,EARL-centred,1.9865963574495753,0.012987337728027848,1.566123629596789,1.5661774784878892,1000
synthetic,S1,1.0,0.1,ERL-drop,1.9865963574495753,-1.787901419784813,0.07528826355785886,1.7894859064821127,1000
synthetic,S1,1.0,0.1,IPW-assign,1.9865963574495753,-1.788064453526045,0.0771576002625268,1.7897284110282392,1000
synthetic,S1,1.0,0.1,IPW-alloc,1.9865963574495753,-1.103824762244047,10.513519580335517,10.571306592462514,1000
synthetic,S1,1.0,0.2,EARL,1.9865963574495753,-0.004211017576833731,0.5245693881437185,0.5245862899909867,1000
synthetic,S1,1.0,0.2,EARL-centred,1.9865963574495753,0.010542810795369562,1.2835351724412003,1.2835784704306663,1000
synthetic,S1,1.0,0.2,ERL-drop,1.9865963574495753,-1.5901192894750271,0.1049138776287437,1.5935765674983,1000
synthetic,S1,1.0,0.2,IPW-assign,1.9865963574495753,-1.5915891888342095,0.11587487121115105,1.5958017207009578,1000
